title,channel_name,daily_rank,daily_movement,weekly_movement,snapshot_date,country,view_count,like_count,comment_count,description,thumbnail_url,video_id,channel_id,video_tags,kind,publish_date,langauge
"Dj Smallz, ZinedinexSguche, 031CHOPPA - ZEP ft. Uncool MC (Lyrics)",Miracle Music,41,-3,9,2/10/2026,ZA,149236,526,17,"🎧 Dj Smallz, ZinedinexSguche, 031CHOPPA - ZEP ft. Uncool MC (Lyrics)
⏬ Stream/Download: https://kreativekornerr.lnk.to/Zep
 💜Help us reach 200.000 subscribers!💜
🔔Subscribe and turn on notifications to stay updated with new uploads! 

👉Follow Uncool MC 
https://www.instagram.com/uncool_mc
https://www.tiktok.com/@uncool_mc 

👉Follow Miracle Music
https://www.instagram.com/miracle_music_yt/
https://www.facebook.com/MiracleMusicYT/
https://open.spotify.com/playlist/5Hl2BaeJ6VFADbWkKLrJar
https://www.youtube.com/channel/UCaH-k4to0aClnnjN_GaZgbw

.........
🎤 Lyrics: Dj Smallz, ZinedinexSguche, 031CHOPPA - ZEP ft. Uncool MC 
Ah
Ay ah
(Awung’tsheli lokho)

Eh baba khip’ imali
uDecember manje baba khip’ imali baba
Lendaba yakho yekuthi u be u ngame ayisebenzi baba
Khip’ imali manje baba
Sifuna kuye eBlanco baba, sifuna ukuya eNova
Sifuna ukuyo bona abantu baba, khip’ imali
(Awung’tsheli lokho)

Ngithola nge Friday yengey 25
Wonke umuntu ugolile, sonke siphethe imali
Ungenzani? Ungezi ne plan
Thina siyi skelem, thina sifuna imali
Friday yengey 25
Wonke umuntu ugolile, sonke siphethe imali
Ungenzani? Ungezi ne plan
Thina sifuna skelem, sonke sifuna imali

Ungitshela ngama Zep, Zep, Zep, Zep, Zep, Zep
Hay wena man ungitshela ngama Zep, Zep, Zep, Zep
Ungazo delela wena man
Aw ngitshela ngama Zep, Zep, Zep, Zep, Zep, Zep
Ngithi ungitshela ngama Zep, Zep, Zep, Zep
Awfuni ukukhip’ imali angithi wena
Asambe wena man
Ngithi ungitshela ngama Zep, Zep, Zep, Zep, Zep, Zep
Ngithi ungitshela ngama Zep, Zep, Zep, Zep
Ngithi ungitshela ngama Zep, Zep, Zep, Zep, Zep, Zep
Ngithi ungitshela ngama Zep, Zep, Zep, Zep
Awuzwe ke

(Awung’tsheli lokho)

(Zep, Zep, Zep, Zep, Zep, Zep)
(Zep, Zep, Zep, Zep, Zep, Zep)
(Zep, Zep, Zep, Zep, Zep, Zep)
(Zep, Zep, Zep, Zep, Zep, Zep)
(Awung’tsheli lokho)

Eh baba khip’ imali
uDecember manje baba khip’ imali baba
Lendaba yakho yekuthi u be u ngame ayisebenzi baba
Khip’ imali manje baba
Sifuna kuye eBlanco baba, sifuna ukuya eNova
Sifuna ukuyo bona abantu baba, khip’ imali
Asambe
(Awung’tsheli lokho)

Zep, Zep, Zep, Zep, Zep, Zep
Hay wena man ungitshela ngama Zep, Zep, Zep, Zep
Ungazo delela wena man
Aw ngitshela ngama Zep, Zep, Zep, Zep, Zep, Zep
Ngithi ungitshela ngama Zep, Zep, Zep, Zep
Awfuni ukukhip’ imali angithi wena
Asambe wena man
Ngithi ungitshela ngama Zep, Zep, Zep, Zep, Zep, Zep
Ngithi ungitshela ngama Zep, Zep, Zep, Zep
Ngithi ungitshela ngama Zep, Zep, Zep, Zep, Zep, Zep
Ngithi ungitshela ngama Zep, Zep, Zep, Zep
Awuzwe ke

(Awung’tsheli lokho)
(Zep, Zep, Zep, Zep, Zep, Zep)
(Zep, Zep, Zep, Zep, Zep, Zep)
(Zep, Zep, Zep, Zep, Zep, Zep)
(Zep, Zep, Zep, Zep, Zep, Zep)
(Zep, Zep, Zep, Zep, Zep, Zep)
(Zep, Zep, Zep, Zep, Zep, Zep)
(Zep, Zep, Zep, Zep, Zep, Zep)
(Zep, Zep, Zep, Zep, Zep, Zep)
(Zep, Zep, Zep, Zep, Zep, Zep)
(Zep, Zep, Zep, Zep, Zep, Zep)
(Zep, Zep, Zep, Zep, Zep, Zep)
(Zep, Zep, Zep, Zep, Zep, Zep)

Tags:
zinedinexsguche & 031choppa - zep ft. uncool mc, zinedinexsguche & 031choppa - (lyrics) zep ft. uncool mc, dj smallz uncool mc zinedine zep lyrics, dj smallz zinedine sguche 031 choppa uncool mc zep lyrics, 031choppa - zep feat. uncool mc 2 (lyrics), uncool mc dj smallz zinedine zep, 031choppa - zep feat. uncool mc 2 (letra/lyrics), 031choppa - zep feat. uncool mc 2, dj smallz zep lyrics, lyrics dj smallz zep, lyrics zep dj smallz, uncool mc zep lyrics, zep dj smallz lyrics, zep lyrics dj smallz


.........
📷 Wallpaper: https://unsplash.com/
.........

📧 Contact: miraclevibespromotions@gmail.com

#djsmallz #zep #lyrics",https://i.ytimg.com/vi/e3TkaA3Jx_o/mqdefault.jpg,e3TkaA3Jx_o,UCaH-k4to0aClnnjN_GaZgbw,"zinedinexsguche & 031choppa - zep ft. uncool mc, zinedinexsguche & 031choppa - (lyrics) zep ft. uncool mc, dj smallz uncool mc zinedine zep lyrics, dj smallz zinedine sguche 031 choppa uncool mc zep lyrics, 031choppa - zep feat. uncool mc 2 (lyrics), uncool mc dj smallz zinedine zep, 031choppa - zep feat. uncool mc 2, dj smallz zep lyrics, lyrics dj smallz zep, lyrics zep dj smallz, uncool mc zep lyrics, zep dj smallz lyrics, zep lyrics dj smallz, DJ Smallz, zep lyrics",youtube#video,2/3/2026 1:00,und
ROBLOX SPLIT OR STEAL...,More Techy,42,-11,8,2/10/2026,ZA,276709,3345,290,"Join My Roblox Group!
https://www.roblox.com/groups/33043362/The-Techy-ARMY#!/about

Socials: https://solo.to/techys

#Roblox",https://i.ytimg.com/vi/uW4q7CWJDtA/mqdefault.jpg,uW4q7CWJDtA,UCzlUw75H5ILJ2l_ackxyI6A,"roblox, funnyroblox, techyblox, techy, crazy fan girls, crazy fan girl, my crazy fan girls, girlfriend, roblox girlfriend",youtube#video,2/7/2026 1:00,en
Xigubu,Aymos - Topic,43,3,7,2/10/2026,ZA,66169,2378,0,"Provided to YouTube by Virgin Music Group

Xigubu · Aymos · Miss Hilary · Blackmyth · Em-one

Xigubu

℗ 2026 Lyf Styl Entertainment

Released on: 2026-02-06

Producer: Micheal Khoza
Producer: Malusi Friday Buthelezi
Composer Lyricist: Matimba Manganyi
Composer: MIcheal Khoza
Lyricist: Amos Babili Shili
Lyricist: Tinyiko Hilary Khoza

Auto-generated by YouTube.",https://i.ytimg.com/vi/o-ld-tmKbsE/mqdefault.jpg,o-ld-tmKbsE,UCnaZSK13JWQmyO-DOlbOm6A,"Aymos, Miss Hilary, Blackmyth, Em-one, Xigubu",youtube#video,2/5/2026 1:00,es
Minecraft Trapper VS 1000 Players,Spoke,44,-11,6,2/10/2026,ZA,2773650,110782,13338,"On the world's largest Hardcore Minecraft server, I challenged 1000 players to try to ban me off the Unstable SMP. This is my story of how I fought back as a Minecraft Trapper...

Minecraft Trapper VS 1000 Players

inspired by @JudeLoSasso's MrBeast 1000 players video!

Unstable SMP Members
➜ @wemmbumc 
➜ @FlameFragsMC 
➜ @ParrotX2 
➜ @Spokeishere 




possible spoilers below this point

trap designs:
Arrow Railgun: @Glue_IsSticky @croak14 https://www.youtube.com/watch?v=BfW9ZasLQBs
8x8 Piston Fall Trap: @ShadowKiller_NM https://www.youtube.com/watch?v=okdsyn196sA
Landmines: @Ro11enYT https://www.youtube.com/watch?v=UxJj766xgCI
Invisible Chest Void Trap: @jojosolos https://www.youtube.com/shorts/lsF_juE6UOI
TNT Railgun: @justwhitevoid https://www.youtube.com/watch?v=9ISAqBQ5ejw

features: @MapiccMc @PrinceZam @Leowook + a surprise guest....

music: 
Ivory /  @ivoryfrill  &  @MythrodakTV  
DM DOKURO /  @DMDOKURO  
Chris Christodoulou /  @AstronautDown  
Pascal Stiefel /  @Plasma3Music  
Lena Raine / @LenaRaine 
C418 / @C418
Peter McConnell

This is a video on the Unstable Universe: a staged Minecraft server where Spoke, Wemmbu, FlameFrags, and ParrotX2 aim to tell the best stories possible. btw a lot of the game mechanics/glitches/redstone discussed in Unstable SMP videos are unique to the Unstable SMP / Unstable Universe and either will not work the same/do not exist in vanilla Minecraft. 

written, recorded, & edited by spoke",https://i.ytimg.com/vi/spXJwMbHZSw/mqdefault.jpg,spXJwMbHZSw,UCk2uxbWi5py_iJXaEsh2YRA,"spoke, spokeishere, lifesteal, minecraft, survival, wormhole, unstable, unstable universe, wemmbu, parrotx2",youtube#video,2/5/2026 1:00,en-US
Doesn't That Mean Something (Geoff McBride),HardSoul - Topic,45,-5,5,2/10/2026,ZA,53625,475,0,"Provided to YouTube by DistroKid

Doesn't That Mean Something (Geoff McBride) · HardSoul · Geoff · Geoff McBride

Doesn't That Mean Something (Geoff McBride)

℗ 5953524 Records DK

Released on: 2026-02-02

Auto-generated by YouTube.",https://i.ytimg.com/vi/gZ38nAwIHsA/mqdefault.jpg,gZ38nAwIHsA,UClZOozP45IQ97lCFYVenU8A,"HardSoul, Geoff, Geoff McBride, Doesn't That Mean Something (Geoff McBride)",youtube#video,2/5/2026 1:00,en
Can I Hatch a Demogorgon’s Egg?,EYstreem,46,-11,4,2/10/2026,ZA,838178,7975,449,"I found a DEMOGORGON EGG in Minecraft! 😈🥚 DO NOT try hatching it!

Play Minecraft with ME and be IN VIDEOS! 😝 Just click the 'JOIN' button here ▶
https://www.youtube.com/channel/UC-g_O9HWb5B0rVDG1hLd5Hw/join

👕 Buy EYmerch: https://eystreem.store/ 
🎮 My Minecraft Server Address: play.eyserver.com
You can join this server on Bedrock Edition (Phones, Consoles and Tablets) and Java Edition (PC and Mac)
❤️ Tik Tok: https://direct.me/eystreem
👻 Snapchat: https://www.snapchat.com/add/eystreemsnap
📷 Instagram: https://direct.me/eystreem
📧 Email: ey@spawnpointmedia.com

💙 Huge thanks and credit to these awesome creators for inspiring today's video: https://docs.google.com/document/d/1_UilMRDHRNSZ3VyzxhW0fQ6_T5GfizFUlMGCI20vPGI/edit?usp=sharing

#Eystreem #Minecraft",https://i.ytimg.com/vi/4K--_3txFHI/mqdefault.jpg,4K--_3txFHI,UC-g_O9HWb5B0rVDG1hLd5Hw,"Eystreem, eyestream, eystream, minecraft, roleplay, funny, troll, prank, secret, hidden, tutorial, minecraft phone, minecraft bedrock edition, Can I Hatch a Demogorgon’s Egg?, the demogorgan, how to defeat the demogorgan, minecraft demogorgan, the upside down in minecraft, minecraft pranks, minecraft pets, eystreem scary minecraft, eystreem pranks, firelight vs eystreem, how to hatch an egg in minecraft",youtube#video,2/7/2026 1:00,en
Nkampane,Mr Brown - Topic,47,1,3,2/10/2026,ZA,85246,1179,25,"Provided to YouTube by PlugYourMusic

Nkampane · Mr Brown · Memie

Nkampane

℗ 2025 Mr brown entertainment

Released on: 2025-11-07

Main Artist: Mr Brown
Main Artist: Memie
Producer: Mr Brown
Composer: Lynol Siwela
Lyricist: Lehlogonolo Katlego Chauke

Auto-generated by YouTube.",https://i.ytimg.com/vi/FdAGPqq-shI/mqdefault.jpg,FdAGPqq-shI,UCmab1tcXqRi6X01zoTWC55g,"Mr Brown, Memie, Nkampane",youtube#video,2/5/2026 1:00,en
"Minecraft, But Your XP = Wealth",PrestonPlayz,48,-9,2,2/10/2026,ZA,563344,9317,1211,"❇️Need new glasses? Check out our partner Zenni Optical: https://preston.gg/ZenniPlayz
For 10% off your purchase at checkout use code: PRESTON10

Thanks to @xNestorio for inspiring today's video!

❇️ SUBSCRIBE - https://preston.gg/subscribeplayz
👕 FIRE MERCH - https://preston.gg/FireMerchPlayz
🔥 DOWNLOAD APP - https://preston.gg/FireAppPlayz

👀 FOLLOW ME HERE!
☛ TikTok -  https://preston.gg/TikTokPlayz
☛ Instagram -  https://preston.gg/InstagramPlayz
☛ Twitter -  https://preston.gg/XTwitterPlayz

🎮 OUR COMMUNITY DISCORD! 
☛ https://preston.gg/Discord

📬 Use this address to send me mail! It can be fan art, letters, etc.
PO BOX 191212
Dallas Texas 75219
------------------------------

Additional music provided by Epidemic Sound
Click here for a free trial! https://preston.gg/EpidemicSoundPlayz

If you believe your copyrighted work was unintentionally used in this video without permission, please contact us at copyright@tbnr.net",https://i.ytimg.com/vi/Xs7e-2wDdyU/mqdefault.jpg,Xs7e-2wDdyU,UCJZam2u1G0syq3kyqrCXrNw,"minecraft, preston, brianna, gaming, funny, ssundee, unspeakable, mrbeast, aphmau, canman, lankybox, cash minecraft, nico mc, stokestwins, gametoons, maizen, eyestreem, minecraft but, minecraft but your xp=wealth, minecraft but your xp equals wealth, minecraft but your xp equals your job",youtube#video,2/7/2026 1:00,en
Master H - Impossible (Official Music Video),Master H,49,-39,1,2/10/2026,ZA,240466,11507,1105,"Artist : Master H
Song : Impossible 
Producer : Ghost Magician 
Director : @studioartpictures 
Staring : @kim_and_tanaka ; @Ryanesu 
Studio : @Bottom_Camp 
Year : 2026",https://i.ytimg.com/vi/TIG5IzusQ24/mqdefault.jpg,TIG5IzusQ24,UC5jrU8WxzE16gPTnlqQAqew,,youtube#video,2/6/2026 1:00,en
I Got Trained By a Minecraft TNT Master,FlameFrags,50,-22,-34,2/10/2026,ZA,3862995,157031,20576,"BIG BOOM 4/4

I Got Trained By a Minecraft TNT Master

Unstable SMP:
➜ @wemmbumc 
➜ @ParrotX2 
➜ @Spokeishere 
➜ @FlameFragsMC 

Music from: 
Minecraft (Creator Safe Music, used courtesy of Mojang Studios), Nombra101, NourOSTs, Epidemic Sound, Storyblocks, Artlist, Envato, and Soundstripe.

Thank you: @TheobaldTheBird @ParrotX2 @TeamKalal1 @Twirps @LettuceK & UU Team / Event Server!

This video takes place on the Unstable Universe / Unstable SMP: a staged Minecraft server created by FlameFrags, Parrot, Wemmbu, and Spoke to tell cinematic stories in Minecraft.
Any future staged content will include a disclaimer in the description.

Affiliates!
Join My Minecraft Server!
IP: play.flamefrags.com
Port: 19132
FlameFragsSMP Discord ➜ https://discord.gg/flamefragsmc
Feather Cosmetics ➜ https://feathermc.com/flamefrags
Merch ➜ https://creatormerch.com/flamefrags

#flamefrags #minecraft",https://i.ytimg.com/vi/AjhaNdGsoFE/mqdefault.jpg,AjhaNdGsoFE,UCvYPobTo42NM36X7VC4dLhA,"minecraft, flamefrags, flame frags, flamefrags minecraft, flame minecraft",youtube#video,2/2/2026 1:00,en-US
ياخل ياخل انا لي منع ابوك اجمل اغنية غزلية من العيار الثقيل بصوت الذكاء الاصطناعي لايفوتكم جديد 2026,احساس FM,1,4,49,2/10/2026,YE,12108,283,8,"طرب
جديد
اغاني شيلات عود عوف زفات
اغاني 2026
طرب يمني طرب سعودي طرب خليجي
عراقي مصري اغاني راب 
اغاني عراقية اغاني خليجية
شيلات سعودية 2026
شيلات 
زفات جديدة 
سعود بن خميس 
تحدي  موال عراقي موالات شامية
موال شامي موال عراقي .
ناوي البوره 
اغاني طرب شيلات
انا يابوي انا
جمالك تيمه 
روحي معك 
مكانتك بالقلب
دولة سباء
مكانتك باالقلب مكانك بالقلب ابوحنظله روحي معك ابو حنظله 

ابو حنظله 
طرب شيلات زوامل اغاني .
اغاني يمنيه  اغاني سعوديه اغاني عراقيه 
طرب شرقي طرب يمني
...............
للتصميم وتسجيل الشيلات والزفات وباسعار مناسبة التواصل معنا عبر الحسابات التالية
حسابتنا الرسمية 👇 
👇👇👇👇
قناتي الرسميه http://bit.ly/2S2nzdW 
سناب snapchat: http://bit.ly/2OUd6iZ
انستقرامanstgram http://bit.ly/2Rri74h
تويتر twitter: http://bit.ly/2YmfH8D 
فيسfacebook http://bit.ly/2P08Q1H
صفحة الاعجاب http://bit.ly/2Yn96e9
تيلجرام https://t.me/HD_2050 
تيك توك https://bit.ly/49Z3Dhu
What http://bit.ly/36u6vls واتس مباشره
ملاحظة الرقم شغال وتس فقط 
واتس داخل اليمن 736921063
واتس خارج اليمن . 00967736921063
.....
شيلات 2022 شيلات جديد 

جميع الحقوق محفوضه ©",https://i.ytimg.com/vi/hMlG6Wih-z0/mqdefault.jpg,hMlG6Wih-z0,UCtuvAgLYpeuef6LgS2wPUog,,youtube#video,2/8/2026 1:00,ar
فاجأت مشترك بتشكيلة السنة الألتميت كلها في حسابة,Abdo 2xd,2,48,48,2/10/2026,YE,246423,35891,1443,"عندي تحدي مستحيل اني اجيب تشكيلة السنة الالتميت في حساب المتابع ودا من اصعب التحديات لان لاعب واحد بس صعب فما بالك ان تحدي اجيبله 11 لاعب من فرق الUTOTY في FC MOBIEL دوناروما وسايبيا وكوندي وفان دايك و نونو ميندز وبيدري وفيتينها ورايس وديمبلي ومبابي ورافينها و هالاند

ولو انت متعرفنيش فانا عبدالرحمن بقدم محتوى يليق بك واغلبه كرة قدم والعاب كره قدم 
فلو عجبك المحتوى متنساش تشترك في القناه وتفعل زر التنبيهات عشان يوصلك كل جديد ❤️

ولو عايز تتفرج على حاجه تانيه تقدر تشوف حاجات تانيه من هنا : https://www.youtube.com/Abdo2xd/playlists

ولو انت مش متابعني على منصات التواصل الاجتماعي فانت فايتك كتير
التيك توك
https://www.tiktok.com/@abdo2xd
الفيس بوك :
https://www.facebook.com/3bdo2xd/
الانستجرام
https://www.instagram.com/abdo2xd/

لو حابب تنضم وتدعم القناه من هنا : 
https://www.youtube.com/channel/UC8H8YKUSFLtLxjt49tlyJwA/join

للتواصل والإعلان / For business and advertising:
abdo2xd.contact@gmail.com

امبراطورية_عبدو : 6,102,406",https://i.ytimg.com/vi/7d_gbX_aLoQ/mqdefault.jpg,7d_gbX_aLoQ,UC8H8YKUSFLtLxjt49tlyJwA,"عبدو, Abdo, Abdo 2xd, FIFA, فيفا, لعبة فيفا, ABDO, فيفا موبايل, fifa, fifa mobile, اف سي موبايل, FC MOBILE, اف سي, fc, fc mobile, لعبة فيفا موبايل, كريستيانو, كريستيانو رونالدو, cr7, ballon d'or, رونالدينهو, FC, رونالدو, رودريجو, زيدان, فريق الموسم, TOTS, كريستانو رونالدو, Ballon d'Or, ايزيبو, ديمبلي, البالون دور, الكرة الذهبية, 123, ovr 123, اوفر 123, TOTY, TEAM OF THE YEAR, تشكيلة السنة, فريق السنة, تيم اوف ذا يير",youtube#video,2/9/2026 1:00,ar
كيف احسبك او اكتبك غريمي,اسامة الشرعبي | OSAMA ALSHREBY - Topic,3,-2,47,2/10/2026,YE,50457,998,0,"Provided to YouTube by DistroKid

كيف احسبك او اكتبك غريمي · اسامة الشرعبي | OSAMA ALSHREBY · اسامة الشرعبي

كيف احسبك او اكتبك غريمي

℗ اسامة الشرعبي

Released on: 2026-02-04

Auto-generated by YouTube.",https://i.ytimg.com/vi/LIH_5kYKrcE/mqdefault.jpg,LIH_5kYKrcE,UCrGmkSmkK68pB2nvE_lV8DA,"اسامة الشرعبي | OSAMA ALSHREBY, اسامة الشرعبي, كيف احسبك او اكتبك غريمي",youtube#video,2/7/2026 1:00,ar
حلم الطفل امفور الثلجية 😔 4,أترو/Atro,4,46,46,2/10/2026,YE,88802,14168,3464,"كم لايك👍 نستطيع توصيل هذا الفيديو 🤔 شكرا لدعمكم
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
انتساب في القناة للاستفادة من المزايا:
https://www.youtube.com/channel/UCjf3ZSi7xMu8O9frZZ8FEGg/join
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
قناتي الثانية 
 https://www.youtube.com/c/atroplus
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
 للدعاية والاعلان : 
atro55info@gmail.com",https://i.ytimg.com/vi/o22xWfNJVaw/mqdefault.jpg,o22xWfNJVaw,UCjf3ZSi7xMu8O9frZZ8FEGg,"ببجي, بوبجي, ببجي موبايل, pubg mobile, افضل لاعب في ببجي موبايل, فتح صناديق ببجي, كمين, فتح صناديق, بابجي, اترو, محترف, تحديث, رومات, بث ببجي, ببجي سعودية, ببجي عراق, ببجي عربي, ببجي سوري, ببجي جزائري",youtube#video,2/9/2026 1:00,ar
جابها لاهلو | هبلو حلبه | سلومو | HABLO HALABA | SLOW MOE | JABAHA LE AHLO,SLOW MOE,5,-2,45,2/10/2026,YE,856745,40301,18104,"Lyrics and performance by SLOW MOE

Director By : Talal Almalki 

Producer : SLOW MOE + BS

Co Producer : 
https://www.instagram.com/ithinkmeshal
https://www.instagram.com/lokothedad


SLOWMOE 
https://instagram.com/moe_halhel
https://twitter.com/SAUDITHUGZ
https://www.snapchat.com/add/saudithugz
https://www.tiktok.com/@slowmoe_halhel",https://i.ytimg.com/vi/ffB6cHJjwzM/mqdefault.jpg,ffB6cHJjwzM,UCynMBT81ZpidFGRGK78Dbpw,"2026, Jabaha Le Ahlo, Slow Moe, ahlo, balad, beast, beef, best, diss, hablo, holba, hulba, jabaha, king, klash, ksa, le, mdl, moe, music, new, rap, saudi, slow, افضل, انا, بابا, جابها لاهلو, جديد, دس, راب, رابر, سعودي, سلومو, كلاش, مصري, مهرجان, هبلو, هولبا, يلا",youtube#video,2/7/2026 1:00,en-US
